,0,0,0,0
119,https://www.zerozero.pt/jogo.php?id=6958632,2019-12-14,Benfica,FC Famalicão
120,https://www.zerozero.pt/jogo.php?id=6958634,2019-12-14,V. Setúbal,CD Aves
121,https://www.zerozero.pt/jogo.php?id=6958635,2019-12-15,Moreirense,Belenenses SAD
122,https://www.zerozero.pt/jogo.php?id=6958628,2019-12-15,Gil Vicente,V. Guimarães
123,https://www.zerozero.pt/jogo.php?id=6958633,2019-12-15,SC Braga,Paços de Ferreira
124,https://www.zerozero.pt/jogo.php?id=6958629,2019-12-16,Santa Clara,Sporting
125,https://www.zerozero.pt/jogo.php?id=6958630,2019-12-16,FC Porto,CD Tondela
126,https://www.zerozero.pt/jogo.php?id=6958641,2020-01-04,Boavista,Portimonense
127,https://www.zerozero.pt/jogo.php?id=6958639,2020-01-04,CD Aves,Santa Clara
128,https://www.zerozero.pt/jogo.php?id=6958640,2020-01-04,Belenenses SAD,SC Braga
129,https://www.zerozero.pt/jogo.php?id=6958643,2020-01-04,V. Guimarães,Benfica
130,https://www.zerozero.pt/jogo.php?id=6958638,2020-01-05,Paços de Ferreira,Moreirense
131,https://www.zerozero.pt/jogo.php?id=6958644,2020-01-05,Rio Ave,Marítimo
132,https://www.zerozero.pt/jogo.php?id=6958642,2020-01-05,CD Tondela,Gil Vicente
133,https://www.zerozero.pt/jogo.php?id=6958645,2020-01-05,Sporting,FC Porto
134,https://www.zerozero.pt/jogo.php?id=6958637,2020-01-05,FC Famalicão,V. Setúbal
135,https://www.zerozero.pt/jogo.php?id=6958648,2020-01-10,Santa Clara,Rio Ave
136,https://www.zerozero.pt/jogo.php?id=6958653,2020-01-10,Benfica,CD Aves
137,https://www.zerozero.pt/jogo.php?id=6958649,2020-01-10,Moreirense,FC Porto
138,https://www.zerozero.pt/jogo.php?id=6958652,2020-01-11,Portimonense,Paços de Ferreira
139,https://www.zerozero.pt/jogo.php?id=6958651,2020-01-11,Boavista,FC Famalicão
140,https://www.zerozero.pt/jogo.php?id=6958650,2020-01-11,V. Setúbal,Sporting
141,https://www.zerozero.pt/jogo.php?id=6958646,2020-01-12,Gil Vicente,Belenenses SAD
142,https://www.zerozero.pt/jogo.php?id=6958654,2020-01-12,Marítimo,V. Guimarães
143,https://www.zerozero.pt/jogo.php?id=6958647,2020-01-12,SC Braga,CD Tondela
144,https://www.zerozero.pt/jogo.php?id=6958661,2020-01-17,FC Porto,SC Braga
145,https://www.zerozero.pt/jogo.php?id=6958659,2020-01-17,Sporting,Benfica
146,https://www.zerozero.pt/jogo.php?id=6958656,2020-01-18,CD Aves,Portimonense
147,https://www.zerozero.pt/jogo.php?id=6958662,2020-01-18,V. Guimarães,Santa Clara
148,https://www.zerozero.pt/jogo.php?id=6958663,2020-01-18,CD Tondela,Moreirense
149,https://www.zerozero.pt/jogo.php?id=6958657,2020-01-18,Belenenses SAD,V. Setúbal
150,https://www.zerozero.pt/jogo.php?id=6958658,2020-01-19,Paços de Ferreira,Gil Vicente
151,https://www.zerozero.pt/jogo.php?id=6958655,2020-01-19,FC Famalicão,Marítimo
152,https://www.zerozero.pt/jogo.php?id=6958660,2020-01-19,Rio Ave,Boavista
153,https://www.zerozero.pt/jogo.php?id=6958671,2020-01-26,Belenenses SAD,Portimonense
154,https://www.zerozero.pt/jogo.php?id=6958668,2020-01-26,FC Famalicão,Santa Clara
155,https://www.zerozero.pt/jogo.php?id=6958667,2020-01-26,CD Tondela,V. Setúbal
156,https://www.zerozero.pt/jogo.php?id=6958669,2020-01-26,Paços de Ferreira,Benfica
157,https://www.zerozero.pt/jogo.php?id=6958670,2020-01-26,CD Aves,Boavista
158,https://www.zerozero.pt/jogo.php?id=6958672,2020-01-27,V. Guimarães,Rio Ave
159,https://www.zerozero.pt/jogo.php?id=6958666,2020-01-27,Sporting,Marítimo
160,https://www.zerozero.pt/jogo.php?id=6958664,2020-01-28,FC Porto,Gil Vicente
161,https://www.zerozero.pt/jogo.php?id=6958665,2020-01-29,Moreirense,SC Braga
162,https://www.zerozero.pt/jogo.php?id=6958676,2020-01-31,Benfica,Belenenses SAD
163,https://www.zerozero.pt/jogo.php?id=6958673,2020-01-31,Rio Ave,FC Famalicão
164,https://www.zerozero.pt/jogo.php?id=6958681,2020-02-01,Portimonense,CD Tondela
165,https://www.zerozero.pt/jogo.php?id=6958677,2020-02-01,V. Setúbal,FC Porto
166,https://www.zerozero.pt/jogo.php?id=6958675,2020-02-02,Marítimo,CD Aves
167,https://www.zerozero.pt/jogo.php?id=6958678,2020-02-02,Gil Vicente,Moreirense
168,https://www.zerozero.pt/jogo.php?id=6958680,2020-02-02,SC Braga,Sporting
169,https://www.zerozero.pt/jogo.php?id=6958674,2020-02-02,Santa Clara,Paços de Ferreira
170,https://www.zerozero.pt/jogo.php?id=6958679,2020-02-02,Boavista,V. Guimarães
171,https://www.zerozero.pt/jogo.php?id=6958687,2020-02-07,Paços de Ferreira,Boavista
172,https://www.zerozero.pt/jogo.php?id=6958686,2020-02-08,FC Famalicão,V. Guimarães
173,https://www.zerozero.pt/jogo.php?id=6958689,2020-02-08,Belenenses SAD,Santa Clara
174,https://www.zerozero.pt/jogo.php?id=6958682,2020-02-08,SC Braga,Gil Vicente
175,https://www.zerozero.pt/jogo.php?id=6958683,2020-02-08,FC Porto,Benfica
176,https://www.zerozero.pt/jogo.php?id=6958690,2020-02-09,Moreirense,V. Setúbal
177,https://www.zerozero.pt/jogo.php?id=6958684,2020-02-09,CD Tondela,Marítimo
178,https://www.zerozero.pt/jogo.php?id=6958685,2020-02-09,Sporting,Portimonense
179,https://www.zerozero.pt/jogo.php?id=6958688,2020-02-09,CD Aves,Rio Ave
180,https://www.zerozero.pt/jogo.php?id=6958691,2020-02-14,V. Setúbal,Gil Vicente
181,https://www.zerozero.pt/jogo.php?id=6958697,2020-02-15,Santa Clara,CD Tondela
182,https://www.zerozero.pt/jogo.php?id=6958694,2020-02-15,Portimonense,Moreirense
183,https://www.zerozero.pt/jogo.php?id=6958696,2020-02-15,Benfica,SC Braga
184,https://www.zerozero.pt/jogo.php?id=6958699,2020-02-15,Rio Ave,Sporting
185,https://www.zerozero.pt/jogo.php?id=6958693,2020-02-16,Boavista,Belenenses SAD
186,https://www.zerozero.pt/jogo.php?id=6958692,2020-02-16,Marítimo,Paços de Ferreira
187,https://www.zerozero.pt/jogo.php?id=6958698,2020-02-16,V. Guimarães,FC Porto
188,https://www.zerozero.pt/jogo.php?id=6958695,2020-02-16,FC Famalicão,CD Aves
189,https://www.zerozero.pt/jogo.php?id=6958705,2020-02-21,CD Aves,V. Guimarães
190,https://www.zerozero.pt/jogo.php?id=6958703,2020-02-22,CD Tondela,Rio Ave
191,https://www.zerozero.pt/jogo.php?id=6958706,2020-02-22,Belenenses SAD,Marítimo
192,https://www.zerozero.pt/jogo.php?id=6958700,2020-02-23,Paços de Ferreira,FC Famalicão
193,https://www.zerozero.pt/jogo.php?id=6958702,2020-02-23,Moreirense,Santa Clara
194,https://www.zerozero.pt/jogo.php?id=6958701,2020-02-23,Sporting,Boavista
195,https://www.zerozero.pt/jogo.php?id=6958707,2020-02-23,SC Braga,V. Setúbal
196,https://www.zerozero.pt/jogo.php?id=6958708,2020-02-23,FC Porto,Portimonense
197,https://www.zerozero.pt/jogo.php?id=6958704,2020-02-24,Gil Vicente,Benfica
198,https://www.zerozero.pt/jogo.php?id=6958717,2020-02-28,Portimonense,V. Setúbal
199,https://www.zerozero.pt/jogo.php?id=6958711,2020-02-29,Rio Ave,Belenenses SAD
200,https://www.zerozero.pt/jogo.php?id=6958709,2020-02-29,Boavista,Gil Vicente
201,https://www.zerozero.pt/jogo.php?id=6958710,2020-03-01,CD Aves,Paços de Ferreira
202,https://www.zerozero.pt/jogo.php?id=6958712,2020-03-01,Marítimo,SC Braga
203,https://www.zerozero.pt/jogo.php?id=6958716,2020-03-01,V. Guimarães,CD Tondela
204,https://www.zerozero.pt/jogo.php?id=6958715,2020-03-02,Santa Clara,FC Porto
205,https://www.zerozero.pt/jogo.php?id=6958714,2020-03-02,Benfica,Moreirense
206,https://www.zerozero.pt/jogo.php?id=6958713,2020-03-03,FC Famalicão,Sporting
207,https://www.zerozero.pt/jogo.php?id=6958725,2020-03-06,SC Braga,Portimonense
208,https://www.zerozero.pt/jogo.php?id=6958721,2020-03-07,CD Tondela,Boavista
209,https://www.zerozero.pt/jogo.php?id=6958720,2020-03-07,V. Setúbal,Benfica
210,https://www.zerozero.pt/jogo.php?id=6958726,2020-03-07,FC Porto,Rio Ave
211,https://www.zerozero.pt/jogo.php?id=6958722,2020-03-08,Moreirense,Marítimo
212,https://www.zerozero.pt/jogo.php?id=6958718,2020-03-08,Belenenses SAD,FC Famalicão
213,https://www.zerozero.pt/jogo.php?id=6958723,2020-03-08,Gil Vicente,Santa Clara
214,https://www.zerozero.pt/jogo.php?id=6958719,2020-03-08,Sporting,CD Aves
215,https://www.zerozero.pt/jogo.php?id=6958724,2020-03-08,Paços de Ferreira,V. Guimarães
216,https://www.zerozero.pt/jogo.php?id=6958727,2020-06-03,Portimonense,Gil Vicente
217,https://www.zerozero.pt/jogo.php?id=6958730,2020-06-03,FC Famalicão,FC Porto
218,https://www.zerozero.pt/jogo.php?id=6958735,2020-06-04,Marítimo,V. Setúbal
219,https://www.zerozero.pt/jogo.php?id=6958732,2020-06-04,Benfica,CD Tondela
220,https://www.zerozero.pt/jogo.php?id=6958734,2020-06-04,V. Guimarães,Sporting
221,https://www.zerozero.pt/jogo.php?id=6958729,2020-06-05,Santa Clara,SC Braga
222,https://www.zerozero.pt/jogo.php?id=6958731,2020-06-05,CD Aves,Belenenses SAD
223,https://www.zerozero.pt/jogo.php?id=6958733,2020-06-06,Boavista,Moreirense
224,https://www.zerozero.pt/jogo.php?id=6958728,2020-06-07,Rio Ave,Paços de Ferreira
225,https://www.zerozero.pt/jogo.php?id=6958736,2020-06-09,Gil Vicente,FC Famalicão
226,https://www.zerozero.pt/jogo.php?id=6958741,2020-06-10,V. Setúbal,Santa Clara
227,https://www.zerozero.pt/jogo.php?id=6958739,2020-06-10,Portimonense,Benfica
228,https://www.zerozero.pt/jogo.php?id=6958742,2020-06-10,FC Porto,Marítimo
229,https://www.zerozero.pt/jogo.php?id=6958743,2020-06-11,Belenenses SAD,V. Guimarães
230,https://www.zerozero.pt/jogo.php?id=6958738,2020-06-11,CD Tondela,CD Aves
231,https://www.zerozero.pt/jogo.php?id=6958744,2020-06-12,Moreirense,Rio Ave
232,https://www.zerozero.pt/jogo.php?id=6958737,2020-06-12,Sporting,Paços de Ferreira
233,https://www.zerozero.pt/jogo.php?id=6958740,2020-06-13,SC Braga,Boavista
234,https://www.zerozero.pt/jogo.php?id=6958745,2020-06-15,Marítimo,Gil Vicente
235,https://www.zerozero.pt/jogo.php?id=6958751,2020-06-16,Santa Clara,Portimonense
236,https://www.zerozero.pt/jogo.php?id=6958749,2020-06-16,CD Aves,FC Porto
237,https://www.zerozero.pt/jogo.php?id=6958748,2020-06-17,Paços de Ferreira,Belenenses SAD
238,https://www.zerozero.pt/jogo.php?id=6958746,2020-06-17,Rio Ave,Benfica
239,https://www.zerozero.pt/jogo.php?id=6958750,2020-06-18,Boavista,V. Setúbal
240,https://www.zerozero.pt/jogo.php?id=6958753,2020-06-18,Sporting,CD Tondela
241,https://www.zerozero.pt/jogo.php?id=6958752,2020-06-19,V. Guimarães,Moreirense
242,https://www.zerozero.pt/jogo.php?id=6958747,2020-06-19,FC Famalicão,SC Braga
243,https://www.zerozero.pt/jogo.php?id=6958759,2020-06-21,Gil Vicente,CD Aves
244,https://www.zerozero.pt/jogo.php?id=6958757,2020-06-22,Portimonense,Marítimo
245,https://www.zerozero.pt/jogo.php?id=6958758,2020-06-23,V. Setúbal,Rio Ave
246,https://www.zerozero.pt/jogo.php?id=6958761,2020-06-23,Benfica,Santa Clara
247,https://www.zerozero.pt/jogo.php?id=6958756,2020-06-23,FC Porto,Boavista
248,https://www.zerozero.pt/jogo.php?id=6958755,2020-06-24,CD Tondela,Paços de Ferreira
249,https://www.zerozero.pt/jogo.php?id=6958754,2020-06-24,Moreirense,FC Famalicão
250,https://www.zerozero.pt/jogo.php?id=6958762,2020-06-25,SC Braga,V. Guimarães
251,https://www.zerozero.pt/jogo.php?id=6958760,2020-06-26,Belenenses SAD,Sporting
252,https://www.zerozero.pt/jogo.php?id=6958770,2020-06-28,Boavista,Santa Clara
253,https://www.zerozero.pt/jogo.php?id=6958768,2020-06-29,CD Aves,Moreirense
254,https://www.zerozero.pt/jogo.php?id=6958764,2020-06-29,Marítimo,Benfica
255,https://www.zerozero.pt/jogo.php?id=6958767,2020-06-29,Paços de Ferreira,FC Porto
256,https://www.zerozero.pt/jogo.php?id=6958766,2020-06-30,FC Famalicão,Portimonense
257,https://www.zerozero.pt/jogo.php?id=6958771,2020-06-30,V. Guimarães,V. Setúbal
258,https://www.zerozero.pt/jogo.php?id=6958765,2020-06-30,Rio Ave,SC Braga
259,https://www.zerozero.pt/jogo.php?id=6958769,2020-07-01,Belenenses SAD,CD Tondela
260,https://www.zerozero.pt/jogo.php?id=6958763,2020-07-01,Sporting,Gil Vicente
261,https://www.zerozero.pt/jogo.php?id=6958779,2020-07-03,Santa Clara,Marítimo
262,https://www.zerozero.pt/jogo.php?id=6958773,2020-07-04,V. Setúbal,Paços de Ferreira
263,https://www.zerozero.pt/jogo.php?id=6958776,2020-07-04,Portimonense,V. Guimarães
264,https://www.zerozero.pt/jogo.php?id=6958778,2020-07-04,Benfica,Boavista
265,https://www.zerozero.pt/jogo.php?id=6958774,2020-07-04,SC Braga,CD Aves
266,https://www.zerozero.pt/jogo.php?id=6958777,2020-07-05,Gil Vicente,Rio Ave
267,https://www.zerozero.pt/jogo.php?id=6958772,2020-07-05,CD Tondela,FC Famalicão
268,https://www.zerozero.pt/jogo.php?id=6958775,2020-07-05,FC Porto,Belenenses SAD
269,https://www.zerozero.pt/jogo.php?id=6958780,2020-07-06,Moreirense,Sporting
270,https://www.zerozero.pt/jogo.php?id=6958789,2020-07-08,Boavista,Marítimo
271,https://www.zerozero.pt/jogo.php?id=6958787,2020-07-08,CD Aves,V. Setúbal
272,https://www.zerozero.pt/jogo.php?id=6958784,2020-07-09,Rio Ave,Portimonense
273,https://www.zerozero.pt/jogo.php?id=6958783,2020-07-09,CD Tondela,FC Porto
274,https://www.zerozero.pt/jogo.php?id=6958785,2020-07-09,FC Famalicão,Benfica
275,https://www.zerozero.pt/jogo.php?id=6958781,2020-07-10,V. Guimarães,Gil Vicente
276,https://www.zerozero.pt/jogo.php?id=6958782,2020-07-10,Sporting,Santa Clara
277,https://www.zerozero.pt/jogo.php?id=6958786,2020-07-10,Paços de Ferreira,SC Braga
278,https://www.zerozero.pt/jogo.php?id=6958788,2020-07-11,Belenenses SAD,Moreirense
279,https://www.zerozero.pt/jogo.php?id=6958797,2020-07-13,Marítimo,Rio Ave
280,https://www.zerozero.pt/jogo.php?id=6958790,2020-07-13,V. Setúbal,FC Famalicão
281,https://www.zerozero.pt/jogo.php?id=6958792,2020-07-14,Santa Clara,CD Aves
282,https://www.zerozero.pt/jogo.php?id=6958794,2020-07-14,Portimonense,Boavista
283,https://www.zerozero.pt/jogo.php?id=6958796,2020-07-14,Benfica,V. Guimarães
284,https://www.zerozero.pt/jogo.php?id=6958795,2020-07-14,Gil Vicente,CD Tondela
285,https://www.zerozero.pt/jogo.php?id=6958791,2020-07-15,Moreirense,Paços de Ferreira
286,https://www.zerozero.pt/jogo.php?id=6958793,2020-07-15,SC Braga,Belenenses SAD
287,https://www.zerozero.pt/jogo.php?id=6958798,2020-07-15,FC Porto,Sporting
288,https://www.zerozero.pt/jogo.php?id=6958801,2020-07-18,Rio Ave,Santa Clara
289,https://www.zerozero.pt/jogo.php?id=6958804,2020-07-18,FC Famalicão,Boavista
290,https://www.zerozero.pt/jogo.php?id=6958799,2020-07-19,Belenenses SAD,Gil Vicente
291,https://www.zerozero.pt/jogo.php?id=6958807,2020-07-19,V. Guimarães,Marítimo
292,https://www.zerozero.pt/jogo.php?id=6958805,2020-07-20,Paços de Ferreira,Portimonense
293,https://www.zerozero.pt/jogo.php?id=6958800,2020-07-20,CD Tondela,SC Braga
294,https://www.zerozero.pt/jogo.php?id=6958802,2020-07-20,FC Porto,Moreirense
295,https://www.zerozero.pt/jogo.php?id=6958803,2020-07-21,Sporting,V. Setúbal
296,https://www.zerozero.pt/jogo.php?id=6958806,2020-07-21,CD Aves,Benfica
297,https://www.zerozero.pt/jogo.php?id=6958815,2020-07-24,Santa Clara,V. Guimarães
298,https://www.zerozero.pt/jogo.php?id=6958811,2020-07-24,Gil Vicente,Paços de Ferreira
